ticker,date,adj_close,close,high,low,open,volume,prev_close_1,prev_close_2,prev_close_3,close_t_plus_1,close_t_plus_3,close_t_plus_7,daily_return,ma_5,sentiment
AAPL,27/07/2020,92.83678436,94.80999756,94.90499878,93.48000336,93.70999908,121214000,92.61499786,92.84500122,97.27249908,93.25250244,96.19000244,110.0625,0.023700262,94.90849915,-0.0174
AMZN,13/01/2020,94.56500244,94.56500244,94.90000153,94.04000092,94.56549835,55616000,94.15799713,95.05249786,94.59850311,93.47200012,93.89700317,94.22899628,0.004322578,94.74340057,
AMZN,22/05/2020,121.8440018,121.8440018,123.4925003,121.5065002,122.7505035,57342000,122.336998,124.8970032,122.4664993,121.0930023,120.0550003,123.9199982,-0.004029821,122.5715012,
MSFT,05/05/2020,174.6629486,180.7599945,183.6499939,179.8999939,180.6199951,36839200,178.8399963,174.5700073,179.2100067,182.5399933,184.6799927,180.5299988,0.010735843,178.1619995,-0.4019
NVDA,31/08/2020,133.3649445,133.7449951,135.75,130.3775024,131.8274994,50084000,131.4774933,126.2825012,127.7300034,138.2100067,130.1549988,123.1175003,0.017246312,129.3469986,0
TSLA,13/07/2020,99.80400085,99.80400085,119.6660004,98.0739975,110.5999985,584781000,102.9766693,92.95200348,91.05867004,101.1200027,100.0426636,106.1553345,-0.030809585,95.88973541,0.078830769
AAPL,10/03/2020,69.66177368,71.33499908,71.61000061,67.34249878,69.28500366,285290000,66.54250336,72.25749969,73.23000336,68.85749817,69.49250031,61.19499969,0.072021572,71.81000061,-0.128014286
AAPL,18/09/2020,104.8050156,106.8399963,110.8799973,106.0899963,110.4000015,287104900,110.3399963,112.1299973,115.5400009,110.0800018,107.1200027,114.0899963,-0.031720139,112.0419983,0.047296552
MSFT,29/07/2020,197.7262115,204.0599976,204.6499939,202.0099945,202.5,19632600,202.0200043,203.8500061,201.3000031,203.8999939,216.5399933,212.4799957,0.010097977,202.7540009,0.8807
MSFT,30/09/2020,204.2942657,210.3300018,211.9799957,206.5399933,207.7299957,33829100,207.2599945,209.4400024,207.8200073,212.4600067,210.3800049,215.8099976,0.014812349,207.6080017,
NVDA,23/04/2020,70.76843262,71.00250244,73.28500366,70.75,71.95999908,42416000,71.53749847,67.37750244,71.76249695,72.39749908,72.83999634,72.82250214,-0.00747854,70.95200043,-0.0516
NVDA,18/05/2020,87.21404266,87.50250244,89.16500092,86.80500031,87.60500336,77446000,84.90750122,80.30500031,77.80000305,88.05500031,87.75250244,84.87000275,0.030562685,81.70800171,
TSLA,01/05/2020,46.75466537,46.75466537,51.51800156,45.5359993,50.33333206,487977000,52.12533188,53.36733246,51.27466583,50.74599838,52.17200089,53.96066666,-0.103033713,51.35439911,0.07250202
TSLA,13/10/2020,148.8833313,148.8833313,149.6300049,145.5333405,147.7833405,103391100,147.4333344,144.6666718,141.9733276,153.7666626,146.5566711,141.9299927,0.009834933,144.9446655,0.175716667
AAPL,17/04/2020,69.04167175,70.69999695,71.73750305,69.21499634,71.17250061,215250000,71.67250061,71.10749817,71.76249695,69.23249817,69.02500153,69.64499664,-0.013568714,70.71099854,0.306325
AAPL,15/05/2020,75.32645416,76.92749786,76.97499847,75.05249786,75.08750153,166348400,77.38500214,76.91249847,77.85250092,78.73999786,79.80750275,79.52749634,-0.005912053,77.56600037,-0.0172
AMZN,20/02/2020,107.6549988,107.6549988,108.8395004,106.3724976,108.6535034,62626000,108.5110016,107.7835007,106.7434998,104.7985001,98.63700104,97.69750214,-0.007888627,107.6373001,-0.04765
AMZN,04/05/2020,115.7994995,115.7994995,116.348999,112.8190002,112.8190002,97318000,114.302002,123.6999969,118.635498,115.8899994,118.3805008,118.3960037,0.013101236,117.6281998,
AMZN,28/07/2020,150.0164948,150.0164948,153.8545074,149.7879944,152.713501,62534000,152.760498,150.4454956,149.3274994,151.6764984,158.2339935,161.25,-0.017962781,151.5090973,0.7096
MSFT,16/06/2020,187.5618134,193.5700073,195.5800018,191.4600067,192.8899994,42556700,188.9400024,187.7400055,186.2700043,194.2400055,195.1499939,200.3399963,0.024505159,190.6720032,0
AAPL,06/10/2020,111.0046768,113.1600037,116.1200027,112.25,115.6999969,161498200,116.5,113.0199966,116.7900009,115.0800018,116.9700012,120.7099991,-0.028669496,115.0559998,0.1103
AAPL,08/10/2020,112.7801666,114.9700012,116.4000015,114.5899963,116.25,83477200,115.0800018,113.1600037,116.5,116.9700012,121.0999985,115.9800034,-9.56E-04,114.5460007,0.134111111
AMZN,07/04/2020,100.5800018,100.5800018,101.7860031,99.8809967,100.8554993,102280000,99.87950134,95.32949829,95.9414978,102.1500015,108.4434967,118.75,0.007013456,97.42310028,
AMZN,19/10/2020,160.3605042,160.3605042,166.4499969,159.6369934,164.9804993,104472000,163.635498,166.9324951,168.1855011,160.8504944,158.8200073,158.1390076,-0.020013957,166.2591003,
MSFT,15/09/2020,202.7887421,208.7799988,209.7799988,206.9299927,208.4199982,21823900,205.4100037,204.0299988,205.3699951,205.0500031,200.3899994,203.1900024,0.016406188,206.9759979,
MSFT,19/10/2020,208.0726166,214.2200012,222.3000031,213.7200012,220.4199982,27625800,219.6600037,219.6600037,220.8600006,214.6499939,214.8899994,202.6799927,-0.024765557,219.452002,
NVDA,25/03/2020,61.20257187,61.40499878,65.45500183,60.91500092,63.45000076,79343200,62.29499817,53.17250061,51.4375,64.30999756,66.39749908,60.97750092,-0.014286852,56.31049957,0.325966667
TSLA,27/05/2020,54.68199921,54.68199921,55.18066788,52.33333206,54.72399902,173242500,54.59133148,54.45866776,55.17333221,53.72066879,59.87333298,59.04399872,0.001660845,54.65519943,0.192775
AMZN,24/01/2020,93.08200073,93.08200073,94.74949646,92.37200165,94.5684967,75324000,94.22899628,94.3730011,94.59999847,91.41699982,92.90000153,102.4834976,-0.012172427,93.90399933,0
AMZN,11/03/2020,91.04299927,91.04299927,93.56600189,90.07499695,92.89250183,112496000,94.59100342,90.03050232,95.05449677,83.83049774,84.45749664,92.30449677,-0.037508896,93.38410034,0.292866667
AMZN,25/03/2020,94.29199982,94.29199982,97.51300049,94.28900146,96.03450012,129582000,97.00499725,95.14150238,92.30449677,97.77449799,98.19750214,95.32949829,-0.027967605,94.55789948,0.5199
AMZN,04/09/2020,164.7310028,164.7310028,169.0749969,155.5565033,165.8999939,175636000,168.3999939,176.5724945,174.9559937,157.4920044,158.7554932,153.9049988,-0.021787359,171.4414978,0.7003
AMZN,27/10/2020,164.3164978,164.3164978,164.5829926,160.5650024,161.246994,85820000,160.352005,160.2200012,158.8200073,158.1390076,151.8074951,166.1000061,0.024723687,160.5911011,0.2202
NVDA,11/06/2020,87.71253204,87.96250153,92.61250305,87.86000061,91.5,58365200,93.66750336,90.45999908,88.05000305,89.32499695,90.68499756,95.26750183,-0.060906949,89.86800079,
TSLA,03/02/2020,52,52,52.40933228,44.90133286,44.91266632,705975000,43.37133408,42.72066879,38.73266602,59.13733292,49.93066788,51.152668,0.198948594,42.92360001,0.176973333
TSLA,12/03/2020,37.36999893,37.36999893,39.6333313,36.41666794,38.72600174,283636500,42.2820015,43.02199936,40.53333282,36.44133377,28.68000031,28.95266724,-0.116172423,42.0211998,-0.07519
